Review,Score
악인이 통쾌하게 당하긴 하는데.. 왜 같은 악인인 한국조폭들에 정감이가게 그렸을까,3.5
장첸 왜이리 허무하게 쳐맞아. 웃기잖아,4
"충무로 조폭 수사물의 스트레오타입에서 한치의 어긋남이 없으나 마동석이란 특제 소스로 감칠맛은 건졌다.
그러나 밸런스 붕괴로 소스맛만 느껴지는게 문제...116",1.5
마동석이기에 가능한 영화,4.5
느와르 영화인줄 알고 봤더니 단순 액션영화였네 ㅋㅋㅋ 윤계상 마동석 팬들을 위한 영화 정도 ㅋㅋ,2.5
"재미있다.
현실적인 잔혹함 투박함이 느껴지는 액션과 거의 처음 보는 정제되지 않은 광기의 장첸이란 캐릭터는 정말 훌륭하다.
화면전환이 빠르고 실화를 바탕으로 해서인지 스토리에 빈틈이 없다. 오히려 과잉일 정도로 꽉차있다. 
스타를 위한 영화가 아닌 스토리를 위한 영화이다.
다만 뭔가 음미하고 사색할만한 시간을 주지 않고 정신없이 몰아치는 감이 없진 않으나 그 또한 의도된 것일지도 모르겠다.
슈퍼스타로 인한 투자자들이  감내놔라 배내놔라 하지 않는 좋은 영화들 많이 나왔으면 좋겠다.",4.5
"처음 마동석연기는 오잉? 했는데 아니였다
아...윤계상...미쳤다윤계상
너무머시땅♡ 진짜 겁나못되고 미친놈인데 연기..아....
다시한번윤계상이좋아진다",4.5
신세계 더하기 류승완 같은 영화,2.5
진짜 제대로 한판 벌이는 영화. 처음부터 끝까지 시간 가는줄 모르고 정말 재밌게 봤다. 2000년대 초반 정말 재밌었던 조폭 영화의 향수가 진하게 느껴졌다. 보고나면 크게 남는건 없지만 이런게 바로 영화라는 매체가 줄수 있는 참재미라고 생각한다.,5
과거 경찰이었던 아트박스 사장님의 액션.,2.5
나 싱글인데?,4
한국 영화의 새로운 흥행공식,3
"이건 뭐 짱짱!ㅋㅋ
재미 액션 배우 다 좋고 짜임새도 좋음",3.5
"보러가길 잘했지, 장첸과 마석도",4.5
마블(리) 코믹스,4
수없이 많이 본 내용과 액션만 생각하면 별점 2개. 하지만 마동석과 윤계상이 각자 어울릴 것 같지 않은 역할을 너무나 완벽히 잘 소화해내서 별점이 업!,3.5
"마동석이 조폭으로나오는줄. 경찰이었다.
게다가 똥머리묶는 윤계상은 잘생겼다. 크.
니 내 누군지아니?",4.5
범죄영화 장르의 충실함,3
조선족은 이제 그만,3
윤계상배우의 연기가 좋아서. 조선족 말투를 너무 잘 연기한다더니 그정곤 아니었지만 인상깊었다. 특히 긴머리. 이뻤다.,3.5
마음껏 때려 부수는 것만 마음에 든다.,3.5
"혼자야?'
'어, 아직 싱글이야'",3.5
"장첸이 맞는데 통쾌한게 아니라 왜이렇게 불쌍해보이냐ㅋㅋ
평범한 이야기가 마동석이란 날개를 달다",3
"신파적인 선악구도에, 한국 영화계 유래없는 피지컬이 등장하니 다소 새롭다. 허나 캐릭터만으로 끌고가는 이야기가 으레 그렇듯 성취는 없었다.",3
마 동 석 의 본 격 액 션 ...!!!,4
"현실적인 요소가 많이 담겨 있다
내용만 볼 것이 아니라, 힘든 여건 속에서도 꾿꾿이 일하는 경찰들을
다시한번 생각하게 하는 헌신적인 영화.",3
와 깡패다!,4.5
"쉴틈없이 나오는 액션씬이 영화에 지루함이 느껴질 새가 없도록 만들었다. 초반부터 확실하고 강렬한 장첸 캐릭터를 잡아놓으면서 인물이 스토리를 전반적으로 이끄는 느낌이 들어서 흐름이 좋았던 것 같다. 마동석을 강력계 형사 캐릭터로 캐스팅한 것도 좋은 선택이었던 것 같다. 마동석만의 위트와 느낌으로 살린 씬들이 많았다고 느껴져서 좋았다. 그가 아니었다면 살리기어려웠을 장면들이 많았다. 하지만 인물이 왜 죽는지에 대한 개연성? 물론 범죄느와르물에서 비위를 상하게 만들면 서로를 죽이는게 '당연'하게 느껴지긴 하지만 불필요하게 잔인한 캐릭터 설정이 불편하게 다가오는 장면들도 있었던 것 같다. 하지만 오락영화니까..
 그리고 아쉬웠던 건 여자캐릭터들의 설정인데 웃음포인트를 노린 건 알겠지만 굳이 그 웃음포인트가 술집여자들이 어눌하게 욕설을 뱉는 부분이여야했을까 라는 아쉬움이 있다. 우리 모두 당연하게 저 여자는 저럴 것 같다라고 은연 중 마음 속으로 생각하고 있었던 것 같아서 그런게 내가 느껴져서 마음이 불편했다.",3.5
흔한 소재의 흔한 한국 영화. 분명히 긴장감 넘쳐야할 장면들에서도 주인공 걱정이 안되는 특이한 영화.,3.5
17.11.17,3
"장첸을 움직이게 하는 것은 과연 돈일까?
장첸의 이해하기 힘든 행동이 영화를 집중 하지 못하게 한다 
과연 장첸은 어떠한 이유로 행동할까",2.5
참 먹고살기 힘든 세상,3.5
ㅋㅋㅋㅋㅋ포스터 꼭 그래야만 했냐!,4
단순한 이야기에 강렬한 배우들의 연기가 더해져 영화가 끝날때 까지 몰입할 수 있었다.,5
클리셰를 깔끔하게 비틀어버리는 클리셰범벅의 범죄영화. 마동석은 이미 그 자체로 하나의 장르가 되어버렸으며 윤계상은 독을 품고 변신했다.,3
프로불편러들만 없으면 충분히 점수 더 잘받았을듯.,3.5
마블링 좋아^.^,4
완벽한 킬링타임,3
비스티보이즈때부터 윤계상의 연기는 좋았다. 외모와 아이돌딱지때문에 저평가가 된거뿐이지.,3
"와 진짜 ""한국 영화""였다.",2
"존나재밋다
2시간삭제",4.5
내가 죽기전에 한국 남탕영화가 정신을 차리는걸 보고 죽을수있을까~,2
"당최 누굴 응원하고 누굴 욕해야 될지 모르겠다. 작정을 하고 만든 영화답게 영화는 처음부터 끝까지 남성적이고, 폭력적이며 잔인하다. 언젠가는 한국에서도 다양한 장르의 영화를 보게 될 그날을 간절히 기다리며 점수는 차마 많이 못 주겠다.",3
윤계상의 대표작 될 듯...,3.5
뻔한 스토리 더하기 윤계상의 연기,3
범죄자들을 상큼하게 터트리는 마동석의 맛이 톡쏜다,3.5
마동석이 토르보다 쎄다,4.5
"윤계상이 '드디어' 제대로 평가 받은 영화. 포스터 봤을때 망작하나 나왔다라고 생각했는데, 뻔한데 뻔하지 않게 잘 짜여진 연출이 매우 그럴싸하다.
덧. 대체 왜 폭력배들 영화에서 젠더얘기들 하는지 이해 불가.",4
마동석한테 맞는 윤계상이 너무 불쌍해 보였다,3.5
촌스러운 포스터로는 예상할 수 없는 매력.,3.5
아~모르겠다. 나는 관객의 눈높이를 따라가지 못하는 구나.,2
너 내 누군지아니?,3.5
"딴건 모르겠고 
마동석 룸쌀롱에서 연기 아니라 실제행복인거같은데 ㅋㅋㅋㅋㅋㅋㅋ 러시아언니 한국어 찰지네잉
강력범죄 저지르는 조선족(어느 민족이든) 인권이 필요하나 싶기는하다...",4.5
잔인한거만 빼면 오락영화로써의 본분을 다 했을텐데 아쉽다,3
"마동석의
마동석을 위한
마동석에 의한 영화!",3
"직선적이나 효과적이던, '마동석 활용법'",2.5
"지나친 폭력성만 아니라면, 꽤 잘 빠진 영화
포스터만 잘 만들었어도. 백만은 더 들었을 듯",3
"마동석, 윤계상
그들이 범죄도시를 맛깔나게 만들었다.",4.5
돈많이 주는 주연급 배우들은 없다 하지만 주연급 스토리로 재미는 있다. 몇년 전에 찍어 이제 개봉하는데 좋은 영화 많이 봐서 기분까지 좋다,5
딱 한국영화~,1.5
두시간으로 늘린 부산행 하이라이트 클립,2.5
"코미디로 보자니 웃을 수 없고
액션으로 보자니 너무 현실적이고
스릴러로 보자니 판타지네
주인공들의 캐릭터에 끌려 계속 보게는 된다만..",3
"무섭다.
해피데스데이보다.",4
"그냥.. 딱히할만한말이없다.
이런장르,이런스토리,이런캐릭들이
너무흔하디흔해진탓인듯.
-171117",3
진부하면서 신선하다. 통쾌하고 시원한 장면이 여럿 있다. 매력적인 캐릭터와 적당한 완급조절이 시너지를 이룬 느낌.,3.5
어중간한 포지션으로 어중간하게 웃기고 어중간하게 무섭고 어중간하게 재미있는.,2.5
게으르지만 즐길만한.,3
액션영화에서 마동석 쓰면 반칙,3.5
마동석에게 업혀가는 영화.,2.5
역시 마블리,3.5
"윤계상 연기는 전부터 좋다고 느꼈는데
더 좋은 역활로 돌아온 윤계상을 다시 보고싶다
마동석은 볼수록 매력있네
쌘 조연들보다 더 쌘 주인공",3.5
혼자야?,4
"재밌다 조선족들 다 죽었으면 좋겠다
근데 밀입국 했으면서 어떻게 항공편을 이용하려 했을까? -0.5",3.5
"장르가 마동석
전개가 히어로물스럽다",3
"한국식 폭력영화에서 흔하디 흔한 컨셉이나 분위기를 이겨내는 것은 불세출의 배우 마동석이 있기에 가능한 일. 캐스팅의 힘과, 캐스팅을 잘 써먹어 유쾌함을 만든 연출&시나리오.
이렇게 매력적인 캐릭터를 만들어서 써먹을거면 차라리 현실에 닳고 닳은 모냥새는 안 넣는게 나았을 것 같은데.
영웅 캐릭터를 다루는 영화인데도, 역설적으로 시민과의 협조 장면에서 가장 빛이 난다.",3.5
탄탄하고 딴딴하다,3.5
"본격 마블리 히어로물!
근데 뛰는거 왜이렇게 웃기냐
생각없이 보다가 터졌네",4.5
"폭력이 투머치. 폭력을통해 이루어지는 스토리텔링에 강제로 끌려가는기분.
그나마 폭력씬 자체가 허접하지않아 다행이다.",3
시원한 맛,3.5
악역이 지능범 스타일이 아니라 어떻게 스토리 진행할 지 가늠이 안갔는데 나름 억지스럽지 않게 잘 해결한 것 같다.,3.5
어설픈 연변과 호남 사투리가 거슬려서 별 하나 뺀다.,4
배우가 차린밥상에 예상했던 스토리,3.5
"가장 재밌는 영화는 아닐지 몰라도, 시간이 빨리 지나가버리는 영화임에는 분명하다.",4
"평이 괜찮길래 초큼 기대했는데 기대하지말걸...
진짜 단순한 조폭영화 딱 그정도.
가장 기대했던 캐릭터가 장첸이었는데
황해 김윤석급 카리스마에는 한참 미치지 못했다.",2.5
식상하지만 매력적인 케릭터의 기립,3
후속편은 마동석 일당을 쓸어버리는 영화가 좋겠다,3
"킬링타임의 영화. 사건에 메시지를 첨가하지 않고 상황 자체의 긴박함만을 의하여 만든 영화.
긴박함은 잘 들어맞았고 아무런 뜻이 없다.",3
"상대적으로 밋밋했던 캐릭터의 생명 살려내는 윤계상과 마동석은 역시는 역시.
 
후반부에 늘어지긴 했지만 흐름상 무게감과 블랙코미디의 조화는 작위감이 없었고 신예감독의 작품이라고 느껴지지 않았다.
 
단지 불편했던 건 별점을 반개 줘버리고 코멘트도 없이 끝내버리는 성의도 없고 영화를 만든 사람들의 노력을 무시하는 행동을 '평점매기기와 남들과 다른 비평' 이라고 여기는 일부 사람들.
 
갑질당하는 건 싫어하면서 틈만 나면 갑질을 행사하는 작금의 현실이 안따깝기만 하다.",3
오직 마동석이기에 가능한 스크린 너머로도 생생한 미칠듯한 타격감,3
Age of Ma,4
되게 잔인한데 불편함을 느끼다가도 엄청 웃김,4.5
"대체불가 마동석 
마동석이란 배우가 없었더라면 
이 영화는 흔히 볼 수 있는 그저그런 형사물이였을 듯 
화끈하고 재밌다",3.5
"마동석의
마동석을 위한
마동석에 의한
영화",3
"오락성으로 이정도면 인정!
윤계상 스펙트럼이 넓어져서 앞으로가 더 기대됨.",3.5
그저 이 영화를 보고 양꼬치가 먹고싶어졌을 뿐....,2
와,5
인간적으로 누가 때려서 맞으면 악! 소리 정도는 질러줘야 하는 거 아입니까? 아-가 뭡니까 마동석 씨.,3
마.동.석.,3.5
"마동석이라는 배우를 보기만 해도 알수없는 독특한 쾌감이 느껴지는건 그가 배우로서의 자신만의 캐릭터를 꾸준히, 우직하게 만들어 왔기 때문일 것이다.",4
"혼자냐??
아직 싱글이야
마블리의영화 잘봤습니다",3.5
ㅡ,4
마동석이라는 캐릭터를 제외하면 영화로서는,3.5
운때 좋은 영리한 졸작.,2
"(연기로써) 빛을 보지 못했던 자들의 한풀이 장
==================
마동석, 윤계상, 조재윤, 최귀화, 임형준
그리고...
장첸의 두 팔 '위성락 & 양태'의 진선규, 김성규
'강력반 세 형사'를 연기한 홍기준, 허동원, 하준
'독사파'와 '이수파'의 두목들 허성태, 박지환
'휘발유와 경유' 콤비 윤병희, 이도군
모두의 연기가 빛났다.",3.5
마동석이 사람을 때린다. 맞은 사람이 바로 기절을 한다. 극사실주의 영화.,3
다 된 마동석에 예정화 뿌리기;;,4
그냥 강하게 강하게만 밀어 붙인다,3
"동석이형 대사가 많아서 좋았고
계상이형은 대사가 별로 없어 아쉬웠다
기승전 동석이형 주먹.
진실의 방으로",3
운계상이 괜찮은 배우로 성장했구나. 마동석은 자기만의 캐릭터를 완전히 구축했구나. 비슷한 소재를 다룬 영화인 청년경찰에 비하면 조금 모자랐다. 너무 초반부터 액션을 쎄게 걸고 시작해서 뒷부분이 밋밋한 느낌. 강강강강강 힘조절 실패. 과거 조선족은 어설픈 보이스피싱을 하는 희화된 이들이었으나 2017년 본격적으로 한국사회에 불편한 존재가 되었다.,3.5
"1. ""뭘 깨려보니, 이 쪼꼬만한 섀끼들아.""

2. - ""다 쌌냐? 야 휴지를 이렇게 많이 쓰면 어떡하냐 세금도 안내는 섀끼가""
- ""혼자야?""
- ""어, 아직 싱글이야. 그 비행기표 어떡하냐 오늘 못 갈거 같은데""",3.5
뻔한 스토리와 전개가 다소 아쉽다.,2.5
"마동석에 의한, 마동석을 위한 범죄 액션",4
한국판 토르...,2
이건 마치 <공공의 적>과 <와일드 카드>의 계보를 잇는듯 리얼리즘과 카타르시스로 무장했다. 14년만에 적자가 나타났다,4
그냥 그런영화인데 안지루하게 시간잘간다 ㅋㅋ 걍꿀잼영화,2
영화자체는 진부한데 마동석이랑 윤계상이 잘 살렸다ㅋㅋ,3
다 집어치우고 마동석만의 것이 있다고 착각해주길 바라는 연출.,2
"한국의 스티븐시걸의 탄생
양꼬치에 소주먹고싶어지는 밤이다",4.5
"액션 ? 발군이다.
연기?  윤계상의 발견, 플러스로 찰진 코믹요소 
하지만 뒤맛을 씁쓸하게 만드는 감독의 여성 캐릭터에 대한 저차원적인 시선... 시대가 시대이고 베플의 공감수를 보면 알겠지만 많은 사람들이 그부분을 불편해하고 있다. 앞으로 영화를 만들때 고려하는 척이라도 하면 좋겠다. 그렇치 않으면 이런 플랫한 시선의 영화는 다른 좋은 장점에도 불구하고 외면 받을수도 있기 때문에...",3
알차다. 재미있다.,3.5
잘찍은 영화,4.5
지겹고 뻔해.,2
"한줄평은 그저그런 내용에 빛 바랜 배우들의 노력 정도일까... 영화는 기존과 다를바 없는 그저 그런듯한 이야기라 내용으로만 봐서는 아무리 잘 줘도 3점 이상은 힘들었다. 하지만 마동석과 윤계상의 연기력에 조연들의 받침은 4점 이상이였다. 내용이 좋고 재미있는게 아니라 배우들이 재미있고 연기를 잘 해서 볼만했다.
PS. 20. 03. 02 X3 (20.10.02)
PS. 다시봐도 마무리가 애매했지만 다시 생각이 났다는점에서 임팩트가 있고 내용보다는 액션이나 상업적인 부분이 더 눈에 띈다. 킬링용으로 본 지금이 예전 보다 조금 더 만족스러웠다. (20.03.02)
PS. 대사 줍줍하러 빠르게 달려봤다. 개그소재로 쏟아져 나오는 명대사들의 향연(20.10.07)",4
한국판 드웨인 존슨 호쾌하다~,4
마동석은 이제 한국의 아놀드 슈왈제네거,2.5
따봉순 평점들 살펴 보니 불편러들 오지고 지리는 부분,4
한국의 드웨인존슨,3
"1. 장첸과 그의 일파는 혐오의 대상이다. 관객은 그들이 일반적인 조직과 다르게 더 잔인한 행동을 하는지는 모르지만, 그 잔혹성을 보자면 관객이 덮어놓고 혐오하기에 충분하다. 혐오의 대상이 지정되었다면, 그 다음으로 영화를 이끌어 가는 것은 그들을 응징하는 '액션'이 될 것이다.
2. 서울액션스쿨에서 잘 교육받은 무술배우와 무술 시퀀스들. 싸움에서 절대 지지않는 캐릭터 마석도와 그에 응징 당하는 장첸 일파들. 결과적으로 너무 손쉬운 액션과 이야기 아닌가.
3. 범죄 조직 사이에서 마석도의 역할이 눈에 띈다. 마석도는 기성 조직과 검은 거래를 하며 신생 조직의 출현을 막아주는 존재로 보인다. 경찰이 사회 정의를 지킨다기 보다는 기성 조직의 하수인 역할에 지나지 않는 것이다. 경찰-기성조직-신생조직 간의 더러운 암투를 잘 묘사했다면 뛰어난 영화가 됐을 것이지만, 영화는 그것에 관심이 없다.
4. 종합해서, <범죄도시>는 맥키 교수에게 일대일 강의라도 받은 듯 현대 영화 이야기 구조를 정확하게 지킨 이야기에 혐오의 캐릭터를 더해서 만든 클리셰한 액션 영화다. 이 영화가 거대한 성공을 한 것은 혐오의 대상을 응징한다는 것에서 오는 카타르시스일 것이다. 이는 관객들이 일말의 죄책감 없이 누군가를 씹고 뜯고 맛보고 즐기는 것을 선호한다는 점을 보여주는 것이라 생각한다.",2
배우가 다 살렸다.,3.5
윤계상의 호연.,3.5
"한국형 원펀맨과 조커
회식은 룸방에서 했다 카더라...",4
원펀맨 마동석!! 원펀치의 희열하나로 별 3개 먹고 들어감,3.5
공동체를 위협하는 자 그리고 그것을 지키는 적당히 부패한 공권력의 콜라보.,3.5
불편한 지점들 때문에 외면하기엔 매력적인 캐릭터들. 영화는 영화다.,3.5
언제까지 느와르에만 허덕이는 한국영화판이려나,2.5
솔직히 조연들이 강렬했음,3
마요미의 재발견.,3
아이고 뻔해,2
윤계상 너무 섹시하다. 그런데 여자들은 왜 다 하나같이 그냥 맞고만 있대? 나였으면 다 죽였을 것 같은데.,4
"아트박스 사장님의 본업이 경찰이었구나
(윤계상의 발견)",3
"너무 지겨워 너무 익숙한 얼굴들이야, 너무 뻔해
이제 손목 좀 그만 짤라. 비리경찰도 그만 미화하고, 
평범하고 착한 경찰도 폭력경찰이 되어야 좋은형사가 되어간듯한 한국영화도 그만 찍고.. 알앗니?",2
"강철중, 서도철, 그리고 마석도. 한국 민중 경찰의 계보를 잇는 새로운 이름",3
형.... 그냥 처음부터 뺨을 후려치지...,3
"한치의 오차도 없이 뻔한데 보는 재미는 있다. 계속 이런 영화들이 흥행하는 걸 보면 대중 전반에서 한국말 할줄 아는 중국인에 대한 반감이 임계점에 달한 게 아닌가 싶다. 
 공공의 적의 설경구나 베테랑의 황정민에 비해 마지막 결전의 긴장감은 떨어진다. 마동석이 인간한테 치명상을 입을 리가 없으니까.",3.5
이래서 마동석에 빠져들게 되는건가?,3.5
"전형적인 한국식 범죄 액션영화
흑사파 3인의 연기가 영화 살렸다.",4
한방 마석도 히어로물..,3.5
무서움,3.5
"이유없진 않은 개봉 45일째, 674만명",3.5
"한국형 히어로인줄.
윤계상이 빛을 보게 해줄 영화.",4
아 또 깡패나오고 경찰나오는 한국영화다,2.5
배우 마동석만이 감당 가능한 형사 영화.,3
"아 진짜 너무어설프다 이게모냐진짜..왠만한 이런 영화류 중에 한참 저급이다 너무어설프고 왠 잡다한 쓸데없는 웃기지도않은 말이나늘어놓고 스토리도너무뻔하고.모니이게...ㅉㅉ
조선족얘기는모니모니해도 간지나는 황해가짱이지ㅋㅋ",2.5
"영화관에서 모르는 할아버지께 오지게 스포를 당했지만 나는 꿋꿋이 보았다. 이미 스토리를 알고있음에도 막상 화면을 보니 너무 색달았다. 말로 듣는 것과 직접 보고 듣는 것은 천지차이.                                                         
 힘과 장첸의 극악무도함을 부각시키며 시작하는 프롤로그부터 굉장히 강렬했다. 영화를 보면서 가장 놀라웠던 것은 윤계상의 연기력이였다. 장첸의 똘끼를 너무도 잘 살려내어 영화를 빛나게했다. 황해 면정학 다음으로 강한 조선족 캐릭터가 나왔다.                             
 
 동석이 형의 타격감은 정말 통쾌하고 시원했지만 영화의 아쉬운 점이 있다. 흥행요소를 넣어 성공시켰지만 그 흥행요소에 편견을 심을 수 있다는 점이다. 이 영화에서 조선족은 범죄자로 나오거나 힘없는 약한 존재들로만 비춰진다. 또한 여성들은 범죄의 대상밖에 되지 않는다. 마지막으로 조폭들이 의리있는 척 좀 안 했으면 좋겠다.                                                               
 여러모로 기억에 남는 장면들이 수두룩하다. 장면들이 기억에 많이 남는 다는 것이 잘 만들어지고 재밌게 본 영화가 아닌가 싶은 생각도 들게 해준다.",4
이거보면 조선족 공포증 더 심해짐,4
"아저씨2
주연 : 마동석",4.5
"제일 많이 나온 대사. ""야!"". 조연분들 연기가 어마어마하다.",3
범죄'들'도시,2
오랜만에 영화 끝날때 까지 재밌게 봤다 윤계상의 비스트보이즈 담으로 잘 나온 영화인듯 연기 다시 보게 됨,4.5
마동석의 싸대기로 시작해서 싸대기로 끝나는영홬ㅋㅋ,4
영화보다 윤계상의 연기가 더 눈에 들어왔다.,2.5
윤계상의 연기가 일품이다,4
마동석이 조선족이였으면 이영화의 결말이 어땠을까,3.5
"그놈의 욕욕욕 그리고 조선족
이런거 아니면 한국 영화판은 안돌아가는걸까",2
타임킬링용 영화 주연과 조연들의 깨알캐미를 눈여겨볼 영화. 마동석이 운동한걸 이제야 써보는 영화,3
개그 혹은 마동석으로 인해 죽은 긴장감. 굳이 나쁘다는 것은 아니고.,3.5
처음부터 끝까지 폭력적이고 잔인해ㅜ,2.5
윤계상이 해바라기씨만 잘 깠어도... ㅋㅋㅋ,3.5
마동석 마치 토르 한국버젼 보는 줄 ㅋㅋ,4
아트박스 사장님이 아니었어,4
차악이 최악을 향해 최선이라 주장하는 아이러니,2.5
보통 이런 장르 중간에 좀 지루한데 1도 안지루했다,4
이개새끼 잡아,4
실제 범죄를 바탕으로 퍼지는데 없이 뚝심있게 밀고 가는 쾌감의 형사 액션물. 고전적이어도 캐릭터는 살았고    대중적 오락영홤의 중심도 잡았다.,2.5
"범죄 오락(?) 영화로는 Good.
1. 우선 마동석 배우님의 모든 장점을 완벽히 살린 영화.
2. 윤계상의 멋진 양념!! (참고로 윤계상 배우님의 연기를 볼 때마다 항상 기대이상이고 충분히 인상적인데... 뭔가가 터지질 않는다. 조금만 더 뭔가가 있으면 정말 폭발할거 같은데...아쉽다.
3. 최근 거의 모든 영화에서 중국 조선족의 이미지 정말 최악이다. 정말로 그런 것일까? 나도 엄청난 편견이 생겨 만나기도 꺼려진다. 이렇게 소비될 수 밖에 없는 것인지...",3
마동석 인생캐,4
마동석 개 쌔다;; ㄷㄷ;;,4
억지로 맞아주는 씬이 에러야,3.5
강윤성 감독 기억하겠다. 양념을 아주 잘 사용한 맛깔스러운 요리.,4
딱 전형적인 조직영화지만 권선징악의 통쾌한 사이다는 시원하다.,2.5
이게 왜 500만..?,2.5
"한국판 원펀맨~
아이고 시원해라~~ㅋㅋ",4
"너무 잔인해
한국판 히어로물엔 마동석이 잘 어울린다",2
"너무 위트있고 내용구성도 알차요!!
오랜만에 잘 만들어진 영화 본것같아요^^",5
식상한 이야기를 매력적인 캐릭터로 잘 버무렸다.,4
조폭들 뿌셔뿌셔~,4.5
나쁜 짓 하면 귀 싸대기 맞아야지 ^^,5
"안성맞춤의 캐스팅이 갖는 파급력.
영화 전체의 색깔을 지고 나아가는 마동석과,
굴곡을 만들어내는 윤계상의 연기.",3.5
분노와 정의의 응징이라는 한국 상업 영화의 현 트랜드를 관통한 영리한 선택.,3
"약육강식 + 윤계상 연기 굿
 (근데 어찌 600만이나 본거니?)",2
황해 순한맛 인정,3
장첸이 머리를 쓰는 놈이라해서 머 기대했는데 ...,3.5
장르의 색채를 위해 딴 곳을 (일채)보지 않는다.,3
조연배우의 힘.,3.5
고담시에 필요한 건 배트맨이 아니라 마동석,4
춉춉춉 주조연 모두가 조화롭다,3.5
맨손의 마블리와 칼잡이 장첸의 술래잡기,4.5
시간가는줄 모르게 재밌다. 믿고보는 마블리와 윤계상의 재발견.,4
생각보다 연기 잘하잖니,3.5
"대중영화 편집의 교과서라 할만한 편집.
여성캐릭터의 소모나 지나치게 예측가능한 전개는 아쉽지만, 마동석의 인생캐릭터 탄생은 부인할 수 없을 듯.",3
"장첸 너무 무섭다...
그래도 마요미로 웃기고 강약 조절을 잘한 느낌!",3.5
"노잼인데 7백만? 이유가 뭐지?
예고편에 윤계상 사투리 말투가
이거 아닌데 했는데 역시나
예감은 틀리지 않았다.
윤계상 연변사투리..
화장실 쑥대머리는 어쩔~
웃기기라도 제대로 하던가~
뒤에서 발로 의자 까대는 넘한테
눈도끼만 날림!!
까메오 조진웅땜에 별 1개나 추가~",2
"보는내내 윤계상의 연기에 몰입되어 눈을 뗄 수 없었다. 전체적으로 주조연들의 연기가 대단했다. 장쳰 옆에 양태(김성규)는 미친 사람마냥 계속 실실 웃는게 정신놓은 사람 같아서 무서웠다.. 위성락(진선규)의 연기도 너무 좋았다. 세명의 밸런스가 잘 맞아서 분위기가 더 무서웠다ㅋㅋ 
 욕설과 칼질이 난무하는 영화를 너무 오랜만에 봐서 아직도 가슴이 두근두근하다. 중간중간 웃음포인트 덕에 무겁지 않게 영화를 볼 수 있었다.
 + 마동석의 팔뚝과 액션은 역시는 역시다",3.5
‘어. 아직 싱글이야~’,3.5
윤계상은 분명 이보다 더 잘할 수 잇엇다.,4.5
"네이버 평점에 속았다. 라는 기분이 들었지만 윤계상의 재발견. 
혹시라도 윤계상을 보게되면 눈을 못마주칠 것 같다. 무서워서..",3
익숙하고 담백하고 재미있고,4
화려한 액션은 좋았으나 다소 질리는 마동석의 이미지,3.5
"잔인+거의 남자밖에 안나오고 여자는 성접대씬뿐
그 어떤 영화보다 잔인했다. 칼로 찌르고 쑤시고 자르고... 도끼로... 조선족을 너무나 무섭게 표현했다(윤계상 개무서움ㄷㄷ). 마동석을 위한 영화라는 생각이 들었다. 배경이 옛날이긴 하지만 형사가 여자를 접대받는 장면은 매우 불쾌했다.",2.5
두 조연들의 카리스마를 뚫고 나오지 못하는 장첸,4
진짜일듯한 영화 그래서 무섭다,3
"요즘 나오는 한국 범죄영화들은 
잔인한 장면을 보여주면서 잔인하지? 
폭력적인 장면을 보여주면서 캐릭터 무섭지? 하며 일차원적이게 보여준다. 하지만 이 작품은 일차원적인 보여주기가 아닌 분위기와 세계로서 범죄도시를 설득하며 그 속에 저항과 무력감을 동시에 보여준다
특히 신입형사 강홍석의 캐릭터는 영화 속 세계를 짙게 만드는 아주 좋은 설정이였다.",3.5
"맛은 있지만, 건강에는 안좋은 페스트푸우드",3.5
"제일 아쉬웠던 점은 이런 장르에 빠지지 않는 룸싸롱, 성매매",4
액션 오락 영화로써 대만족,4
무난하게 재밌는 오락영화.,4
"영화관에서 두 번이나 본 영화.
배우들의 연기가 일품이다. 알 던 배우들임에도 ""진짜 조선족 아니야?""
생각하게 되는 명배우들의 연기도 흥미롭고,
중간중간 코믹 요소도 잘 섞어낸 액션영화.
먼치킨을 좋아하는 나로서는 마동석 캐릭터가 정말 매력적이었다.",5
좋아 이거여 믿고보는 마동석,4
"이제는 이런 영화 별로 안 좋아하고, 굳이 보려 하지 않지만 하도 재미있다는 평이 자자해서 보았고 역시 실망했다. 이런 알탕 영화 더는 보기 싫다. 그럼에도 대중성을 생각하면 나쁘지는 않았다",2.5
"영화라서 다행이야 그렇지만 어느 곳에서는
실화일지도. 나는 왜 이 영화를 보고 비교적 평온한 내 삶과 일상에 다행이라고 느끼는지.",3.5
앞으로 윤계상 영화는 챙겨보는걸로...!,4
2017-11-12,4
영화는 재밌지만 포스터는 구리다.,4.5
니내 아니?,4
핵잼,4.5
정말 멧돼지같았던 마초형사 마블리. 혈소찌르기 팍!!,4.5
"혼자왔니
가 음성지원되는 순간 당신은 혼자가 아니다",4.5
"어쩌면, 클리셰
(눈빛 아니라 몸으로 몸으로 존재감을 풍기는
배우라니.)",3.5
윤계상??,4
남배우 기근이란 말이 마치 핑계라고 얘기하듯,3.5
캐릭터와 연기밖에 모르는 재미난 바보.,3.5
잔인한거 못 보는 나는 ㅠㅠ 눈도 못 떴음 ㅠㅠㅠㅠㅠㅠㅠ 그래도 진실의 방은 웃겼네... 그치만 성상납은 ..,2
식상함을 무마시키는 너무나 매력적인 개성들.,4
